Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
Shoplifters,https://www.metacritic.com/a/img/resize/74e9a2048af260950222a86fc8559d018c099d8d/catalog/provider/2/2/2-e762887274350544d2cf6c7937a762b3.jpg?auto=webp&fit=cover&height=132&width=88,2018,R,93.0,"After one of their shoplifting sessions, Osamu and his son come across a little girl in the freezing cold. At first reluctant to shelter the girl, Osamu’s wife agrees to take care of her after learning of the hardships she faces.Although the family is poor, barely making enough money to survive through petty crime, they seem to live happily together until an unforeseen incident reveals hidden secrets, testing the bonds that unite them.",8.3,Hirokazu Koreeda,2 h 1 m,"['Crime', 'Drama', 'Thriller']"
Shoah: Four Sisters,https://www.metacritic.com/a/img/resize/471ccaf238888df18d3b76e13a69f524310650eb/catalog/provider/2/2/2-62ce24364687a5169baecb03b9a35ba9.jpg?auto=webp&fit=cover&height=132&width=88,2018,Rated,93.0,"Starting in 1999, Claude Lanzmann made several films that could be considered satellites of Shoah, comprised of interviews conducted in the 1970s that didn’t make it into the final, monumental work. In the last years of the late director’s life, he decided to devote a film to four women from four different areas of Eastern Europe with four different destinies, each finding herself improbably alive after war’s end: Ruth Elias from Ostravia, Czechoslovakia; Paula Biren from Lodz, Poland; Ada Lichtman from further south in Krakow; and Hannah Marton from Cluj, or Kolozsvár, in Transylvania. Survivors of unimaginable Nazi horrors during the Holocaust, they tell their individual stories and become crucial witnesses to the barbarism they experienced. Each possesses a vivid intelligence and a commitment to candor that make their accounts of what they suffered through both searing and unforgettable. Four Sisters now arrives on the screen to remind audiences of the immense courage it took for these witnesses to return to their past as they share their deeply moving personal tragedies. The frankness of their words, their intensely scrutinized faces, and their bravery as they revisit unimaginable experiences will make them lasting presences in the moral universe of younger generations. [Cohen Media Group]",0,Claude Lanzmann,4 h 33 m,"['Documentary', 'History']"
The 39 Steps,https://www.metacritic.com/a/img/resize/73f3038d9b0fff2fcf958dd74b844b596bd2e508/catalog/provider/2/2/2-b05e018c86fa3697974518d60591dd31.jpg?auto=webp&fit=cover&height=132&width=88,1935,Approved,93.0,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",7.8,Alfred Hitchcock,1 h 26 m,"['Crime', 'Mystery', 'Thriller']"
Duck Soup,https://www.metacritic.com/a/img/resize/129caec86156fec0e0520a9d2c3aa7e5f32f1c2c/catalog/provider/2/2/2-c7da8862dcc20bcdee7d834775948e6a.jpg?auto=webp&fit=cover&height=132&width=88,1933,Approved,93.0,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,7.5,Leo McCarey,1 h 9 m,"['Comedy', 'Musical']"
Toni Erdmann,https://www.metacritic.com/a/img/resize/d2ceacc70c2246287cccb391edc469cbbcec68fa/catalog/provider/2/2/2-87a37838bdb65e4c1b12514430fe7ae9.jpg?auto=webp&fit=cover&height=132&width=88,2016,R,93.0,"Winfried (Peter Simonischek) doesn’t see much of his working daughter Ines (Sandra Hüller). The suddenly student-less music teacher decides to surprise her with a visit after the death of his old dog. It’s an awkward move because serious career woman Ines is working on an important project as a corporate strategist in Bucharest. The geographical change doesn’t help the two to see more eye to eye. Practical joker Winfried loves to annoy his daughter with corny pranks. What’s worse are his little jabs at her routine lifestyle of long meetings, hotel bars and performance reports. Father and daughter reach an impasse, and Winfried agrees to return home to Germany. Enter flashy Toni Erdmann: Winfried’s smooth-talking alter ego. Disguised in a tacky suit, weird wig and even weirder fake teeth, Toni barges into Ines’ professional life, claiming to be her CEO’s life coach. As Toni, Winfried is bolder and doesn’t hold back, but Ines meets the challenge. The harder they push, the closer they become. In all the madness, Ines begins to understand that her eccentric father might deserve some place in her life after all. [Sony Pictures Classics]",7.1,Maren Ade,2 h 42 m,"['Comedy', 'Drama']"
The Discreet Charm of the Bourgeoisie,https://www.metacritic.com/a/img/resize/e373406bc872f3ea0330397fc5710383612812af/catalog/provider/5/2/5-tt0068361.jpg?auto=webp&fit=cover&height=132&width=88,1972,PG,93.0,A group of six friends - three men and three women decidedly of the French Upper Middle Class - have their dinner plans continually interrupted due to a series of bizarre events.,8.5,Luis Buñuel,1 h 42 m,['Comedy']
Inside Llewyn Davis,https://www.metacritic.com/a/img/resize/d3fd0d66dad316741fdd9491b3d0a598d153f81f/catalog/provider/2/2/2-1247ddf829385a4570f23d9a74aaff72.jpg?auto=webp&fit=cover&height=132&width=88,2013,R,93.0,"Llewyn Davis is at a crossroads. Guitar in tow, huddled against the unforgiving New York winter of 1961, he struggles to make it as a musician against seemingly insurmountable obstacles - some of them of his own making.",7.8,"Ethan Coen,

      Joel Coen",1 h 44 m,"['Drama', 'Music']"
The Best Years of Our Lives,https://www.metacritic.com/a/img/resize/7097430730784d9b99cf7ef7502319b5a0afc73c/catalog/provider/2/2/2-1db8a737c223d59346a47ee7dbcf8709.jpg?auto=webp&fit=cover&height=132&width=88,1946,Approved,93.0,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,8.4,William Wyler,2 h 50 m,"['Drama', 'Romance', 'War']"
Band of Outsiders,https://www.metacritic.com/a/img/resize/0fc8aec7fc3515dadd0644719fd99fccf251b3a5/catalog/provider/2/2/2-4b20347ee37578355783504b41a8e455.jpg?auto=webp&fit=cover&height=132&width=88,1966,Rated,93.0,Two restless young men (Sami Frey and Claude Brasseur) enlist the object of both of their fancies (Anna Karina) to help them commit a robbery—in her own home.,7.3,Jean-Luc Godard,1 h 35 m,"['Comedy', 'Crime', 'Drama']"
Stagecoach,https://www.metacritic.com/a/img/resize/fdd5f48c84ef155ba14013a1b13bc0fa1cafefe8/catalog/provider/2/2/2-a6aac002c42d99171e0a6d74cf85e98a.jpg?auto=webp&fit=cover&height=132&width=88,1939,Approved,93.0,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,7.4,John Ford,1 h 36 m,"['Adventure', 'Drama', 'Western']"
Our Body,https://www.metacritic.com/a/img/resize/f9ffa294a9dcb0a243a4599d8022bbaab58d00c5/catalog/provider/2/2/2-4116edbb2e60665b38c65e77e4f846d1.jpg?auto=webp&fit=cover&height=132&width=88,2023,Unrated,93.0,"Veteran documentarian Claire Simon observes the everyday operations of the gynecological ward in a public hospital in Paris. In the process, she questions what it means to live in a woman’s body, filming the diversity, singularity and beauty of patients in all stages of life. We see cancer screenings and fertility appointments, a teenager dealing with an unwanted pregnancy, a trans woman considering the beginnings of menopause. Through these encounters and many more, the specific fears, desires and struggles of these individuals become the health challenges we all face, even the filmmaker herself.",5.2,Claire Simon,2 h 48 m,['Documentary']
Days of Being Wild (re-release),https://www.metacritic.com/a/img/resize/5c1bf611d51285f1248894e3380ffd1a3e1508b2/catalog/provider/2/2/2-c9f6f46e6ce9b83cd1959dfdf6d45bea.jpg?auto=webp&fit=cover&height=132&width=88,2004,Rated,93.0,"In his first hypnotic backward glance at Hong Kong in 1960, Wong Kar Wai creates a post-modern La Ronde set in a fluorescent labyrinth of cool desperation and unfulfilled need. Against the echoing rhythms of period rumbas, Days of Being Wild (1991) tracks a half dozen characters through their individual searches for intimate connection.  (Kino International)",8.1,Kar-Wai Wong,1 h 40 m,"['Crime', 'Drama', 'Romance']"
Sherpa,https://www.metacritic.com/a/img/resize/ffb78b3e2560281c977d60448ad5b62afc566d14/catalog/provider/2/2/2-83789aa521d7a7a10473bb311623ec41.jpg?auto=webp&fit=cover&height=132&width=88,2015,Rated,93.0,"A fight on Everest? It seemed incredible. But in 2013 news channels around the world reported an ugly brawl at 21,000ft as European climbers fled a mob of angry Sherpas. In 1953, New Zealander Edmund Hillary and Sherpa Tenzing Norgay had reached the summit in a spirit of co-operation and brave optimism. Now climbers and Sherpas were trading insults - even blows. What had happened to the happy, smiling Sherpas and their dedication in getting foreigners to the top of the mountain they hold so sacred? Determined to explore what was going on, the filmmakers set out to make a film of the 2014 Everest climbing season, from the Sherpas' point of view. Instead, they captured a tragedy that would change Everest forever. At 6.45am on 18th April, 2014, a 14 million ton block of ice crashed down onto the climbing route through the Khumbu Icefall, killing 16 Sherpas. It was the worst tragedy in the history of Everest. The disaster provoked a drastic reappraisal about the role of the Sherpas in the Everest industry.",7.6,Jennifer Peedom,1 h 36 m,['Documentary']
There Will Be Blood,https://www.metacritic.com/a/img/resize/06029d095c89349bbc5af8b0a77e3359b4ba3698/catalog/provider/2/2/2-bdf7fb8e5ac4e17a76ebda5bca6b35f0.jpg?auto=webp&fit=cover&height=132&width=88,2007,R,93.0,"When Daniel Plainview gets a mysterious tip-off that there's a little town out West where an ocean of oil is oozing out of the ground, he heads there with his son, H.W., to take their chances in dust-worn Little Boston. In this hardscrabble town, where the main excitement centers around the Holy Roller church of charismatic preacher Eli Sunday, Plainview and H.W. make their lucky strike. But even as the well raises all of their fortunes, nothing will remain the same as conflicts escalate and every human value—love, hope, community, belief, ambition, and even the bond between father and son—is imperiled by corruption, deception, and the flow of oil. [Paramount Vantage]",8.7,Paul Thomas Anderson,2 h 38 m,['Drama']
Tristana (re-release),https://www.metacritic.com/a/img/resize/d06389b37713b99370488fe6043092d9371d4a03/catalog/provider/2/2/2-3f8dbc7fcf75b8dc3e7065c5fa700bf5.jpg?auto=webp&fit=cover&height=132&width=88,2013,GP,93.0,"When Tristana's mother dies, she is entrusted to the guardianship of the well-respected though old Don Lope. Don Lope is well-liked and well-known, but Don Lope's one weakness is women.  He falls for the innocent girl in his charge, seduces her, makes her his lover, though all the while explaining to her that she is as free as he. But when she acts on this freedom, Don Lope must deal with the consequences of his world-view.",8.1,Luis Buñuel,1 h 39 m,['Drama']
The Last Picture Show,https://www.metacritic.com/a/img/resize/79d6fbce0dd00b996373796846f66835056aa46c/catalog/provider/2/2/2-577a8ae005719e27136b2375cc55cf99.jpg?auto=webp&fit=cover&height=132&width=88,1971,R,93.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied West Texas town that is slowly dying, both culturally and economically.",8.1,Peter Bogdanovich,1 h 58 m,"['Drama', 'Romance']"
Hard to Be a God,https://www.metacritic.com/a/img/resize/acf97869a4d0eabdf7ecc146b9b423730905dd35/catalog/provider/2/2/2-1a5255f296a2bfef002944e74425e4c0.jpg?auto=webp&fit=cover&height=132&width=88,2015,Approved,93.0,"A group of research scientists has been sent to the planet Arkanar, living under an oppressed regime in a period equivalent to earth’s Middle Ages. The local population is suffering a ban issued on anyone who knows how to read and write. The scientists must refrain from influencing political and historical events on Arkanar. They must work incognito, and they must remain neutral. Don Rumata, recognized by the locals as a sort of futuristic god, tries to save the local intelligentsia from their punishment. He cannot avoid taking the stance: “What would you do in God’s place?” [Kino Lorber]",5.2,Aleksey German,2 h 57 m,"['Drama', 'Sci-Fi']"
Do the Right Thing,https://www.metacritic.com/a/img/resize/970a8242df5e2a2bdd31002d8085bc2caa2e5550/catalog/provider/2/2/2-9f8fc780a3ad766e07cd99ad5d826fa8.jpg?auto=webp&fit=cover&height=132&width=88,1989,PG,93.0,"Set on the hottest day of the summer, the film examines various personal, social and economic issues through the eyes of an ensemble of neighborhood characters on a Bedford Stuyvesant block in Brooklyn.",8.2,Spike Lee,2 h,"['Comedy', 'Drama']"
Sita Sings the Blues,https://www.metacritic.com/a/img/resize/2d61205742203f2e592fce84bd0d0d3a00978254/catalog/provider/2/2/2-cba2ff25f20d111f2bccc6beea27e106.jpg?auto=webp&fit=cover&height=132&width=88,2009,PG-13,93.0,"Sita is a goddess separated from her beloved Lord and husband Rama. Nina is an animator whose husband moves to India, then dumps her by email. Three hilarious shadow puppets narrate both ancient tragedy and modern comedy in this beautifully animated interpretation of the Indian epic Ramayana. Set to the 1920's jazz vocals of Annette Hanshaw, Sita Sings the Blues earns its tagline as ""the Greatest Break-Up Story Ever Told.""",7.0,Nina Paley,1 h 22 m,"['Animation', 'Comedy', 'Fantasy', 'Musical', 'Romance']"
Invasion of the Body Snatchers,https://www.metacritic.com/a/img/resize/a46f579256d60e55b1c9bbed28e995ede4d509d2/catalog/provider/2/2/2-a675dd269364253252e4b696362d9bd9.jpg?auto=webp&fit=cover&height=132&width=88,1956,Approved,92.0,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,7.1,Philip Kaufman,1 h 55 m,"['Horror', 'Sci-Fi']"
Uncut Gems,https://www.metacritic.com/a/img/resize/f032093dd998420e39b4eab5b36ac32871f86164/catalog/provider/2/2/2-426bceef6bdf19a6c18d96c33eb6fbfb.jpg?auto=webp&fit=cover&height=132&width=88,2019,R,92.0,"Howard Ratner (Adam Sandler), a charismatic New York City jeweler, is always on the lookout for the next big score. When he makes a series of high-stakes bets that could lead to the windfall of a lifetime, Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides, in his relentless pursuit of the ultimate win.",7.2,"Benny Safdie,

      Josh Safdie",2 h 15 m,"['Crime', 'Drama', 'Thriller']"
Close-Up,https://www.metacritic.com/a/img/resize/fa3a6e309918700709852ba43eb6899ba51a3613/catalog/provider/2/2/2-73fb924be5202bfb2f8dc1baf725d607.jpg?auto=webp&fit=cover&height=132&width=88,1999,Rated,92.0,"This fiction-documentary hybrid uses a real-life sensational event - a young man arrested on charges that he fraudulently impersonated well-known filmmaker Mohsen Makhmalbaf - as the basis for a stunning, multi-layered investigation into movies, identity, artistic creation, and life itself. With its universal themes and fascinating narrative knots, Close-Up continues to resonate with viewers around the world. [Janus Films]",8.6,Abbas Kiarostami,1 h 38 m,"['Biography', 'Crime', 'Drama']"
